"PID","WEIGHT","cond","order_responses","val_1","val_2","val_3","val_4","val_5","top_value_num","top_value_char","response_cond1","response_cond2","response_cond3","order_dvs_first","order_dvs_second","order_dvs_third","order_dvs_fourth","order_dvs_fifth","antiest_1","antiest_2","antiest_3","antiest_4","ampride","trustgov","demsatis","radchange","vote_bin","vote_who","vote_whoelse","PartyID7","PartyID5","IDEO","RELIG","RELIG_OE","ATTEND","STARTDT","ENDDT","duration","SURV_MODE","SURV_LANG","Device","GENDER","AGE","AGE4","AGE7","RACETHNICITY","EDUC5","MARITAL","EMPLOY","INCOME","INCOME4","INCOME9","STATE","REGION4","REGION9","METRO","INTERNET","HOUSING","HOME_TYPE","PHONESERVICE","HHSIZE","HH01","HH25","HH612","HH1317","HH18OV","response","antiest_4R","distrust","antiest","discontent","exclude"
8290,0.53850798,"ctrl",1,"We the people","Freedom and Liberty for all","Law of the land","Freedom of speech","Equal rights",5,"Equal rights",NA,NA,"Where our neighbors and ourselfs  has the same privileges and laws that apply equally right to be treated equally whatever your religion age sex race or national origin health care for equaliy and education for equality that would improve health","antiest","ampride","trustgov","radchange","demsatis",6,5,5,4,4,6,3,4,"vote","harris",NA,1,1,3,1,NA,4,"11/21/2024 9:32","11/21/2024 10:04",33,2,1,"Smartphone","female",70,4,6,"white/non-hisp","HS",1,5,"$125,000 to $149,999",4,8,"IN",2,3,1,1,1,"1",5,3,"#NULL!","#NULL!","#NULL!","#NULL!",3,"Where our neighbors and ourselfs  has the same privileges and laws that apply equally right to be treated equally whatever your religion age sex race or national origin health care for equaliy and education for equality that would improve health",4,2,5,3.66666666666667,0
8295,1.55813249,"ctrl",1,"freedom of speech","honor","respect","independence","love",2,"honor",NA,NA,"Honor is having love and respect for ones country and have respect for citizens of this country and for authorities","radchange","ampride","trustgov","antiest","demsatis",1,1,1,6,3,5,6,2,"no vote",NA,NA,2,1,3,2,NA,6,"11/20/2024 22:32","11/20/2024 22:36",4,2,1,"Desktop","female",51,3,4,"hisp","HS",1,1,"$35,000 to $39,999",2,4,"CA",4,9,1,1,2,"3",4,5,"#NULL!","#NULL!","#NULL!","1",4,"Honor is having love and respect for ones country and have respect for citizens of this country and for authorities",2,3,1.25,2.08333333333333,0
8296,1.02975128,"brkn",1,"freedom","opportunity","equality","law and order","patriotism",2,"opportunity",NA,"Despite our immense wealth as a nation, many people here do not have the opportunity to live a full life free of poverty and oppression. While claiming to offer the opportunity to attain the ""American dream,"" we threaten to arrest and deport those who come to the US seeking that opportunity. Many people are disallowed, by virtue of race, gender, sexuality, income, etc. from the opportunities we supposedly allow.",NA,"antiest","demsatis","ampride","radchange","trustgov",7,7,5,3,1,4,3,7,"vote","harris",NA,2,1,1,11,NA,2,"11/19/2024 19:21","11/19/2024 19:27",7,2,1,"Smartphone","female",29,1,2,"white/non-hisp","masters",5,1,"$40,000 to $49,999",2,5,"TN",3,6,1,1,2,"2",4,3,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Despite our immense wealth as a nation, many people here do not have the opportunity to live a full life free of poverty and oppression. While claiming to offer the opportunity to attain the ""American dream,"" we threaten to arrest and deport those who come to the US seeking that opportunity. Many people are disallowed, by virtue of race, gender, sexuality, income, etc. from the opportunities we supposedly allow.",5,4,6,5.66666666666667,0
8299,0.57149858,"kept",0,"Life","Liberty","Happiness","Freedom","Dreams",1,"Life","Keeping us safe year in and year out from foreign enemies. It allows us to feel that it is easy to enjoys freedoms",NA,NA,"trustgov","ampride","antiest","demsatis","radchange",4,4,4,4,4,4,4,4,"vote","trump",NA,7,5,5,1,NA,2,"11/24/2024 15:30","11/24/2024 15:32",3,2,1,"Desktop","male",44,2,3,"white/non-hisp","some coll",1,1,"$85,000 to $99,999",3,7,"NC",3,5,1,1,1,"1",4,3,"#NULL!","#NULL!","#NULL!","1",2,"Keeping us safe year in and year out from foreign enemies. It allows us to feel that it is easy to enjoys freedoms",4,4,4,4,0
8301,1.20054999,"kept",1,"Freedom of Speech","Freedom of Religion","Freedom to bear arms","Trial by jury","Freedom of assembly",1,"Freedom of Speech","By allowing Americans to express, peacefully, their opinions on issues or candidates, pro or con, without threat of being arrested or harmed in anyway.",NA,NA,"demsatis","trustgov","antiest","radchange","ampride",4,4,5,5,4,5,6,2,"vote","harris",NA,6,5,3,12,NA,3,"11/22/2024 9:52","11/22/2024 10:14",23,2,1,"Smartphone","female",67,4,6,"white/non-hisp","bachelors",1,5,"$200,000 or more",4,9,"OR",4,9,1,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"By allowing Americans to express, peacefully, their opinions on issues or candidates, pro or con, without threat of being arrested or harmed in anyway.",3,3,4,3,0
8304,2.36419322,"kept",1,"Freedom","What matters in life","Keys to a happy life","There should be no homeless","Enough money for a decent living",5,"Enough money for a decent living","Now days if you're not very educated in a high degree world, it's hard to get a job with a good pay rate.",NA,NA,"radchange","antiest","trustgov","ampride","demsatis",5,5,5,1,5,4,4,6,"vote","trump",NA,6,5,3,1,NA,3,"11/20/2024 11:06","11/20/2024 11:20",15,2,1,"Smartphone","female",67,4,6,"white/non-hisp","less HS",1,5,"$25,000 to $29,999",1,3,"NC",3,5,1,1,1,"1",4,3,"0","0","0","0",3,"Now days if you're not very educated in a high degree world, it's hard to get a job with a good pay rate.",7,4,5.5,5.16666666666667,0
8306,0.51566248,"brkn",0,"Democracy","Freedom","Equality","Honesty","Kindness to others",1,"Democracy",NA,"Equality is lacking.  The gap between the wealthy and the poor is huge.  Racial inequality is getting worse instead of better.",NA,"radchange","demsatis","ampride","antiest","trustgov",7,7,7,1,5,4,2,6,"vote","harris",NA,2,1,2,12,NA,6,"11/22/2024 8:43","11/22/2024 9:01",10,2,1,"Smartphone","female",70,4,6,"white/non-hisp","some coll",3,1,"$75,000 to $84,999",3,7,"WI",2,3,1,1,1,"3",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"Equality is lacking.  The gap between the wealthy and the poor is huge.  Racial inequality is getting worse instead of better.",7,4,7,5.66666666666667,0
8314,1.19199695,"brkn",0,"freedom of religion","equality","self determination","separation of gov and religion","equal opportunity",4,"separation of gov and religion",NA,"Religion dictating and driving  individual rights (or lack thereof) in courts and government policy.",NA,"demsatis","trustgov","antiest","radchange","ampride",7,6,4,5,1,2,1,7,"vote","harris",NA,1,1,2,10,NA,3,"11/27/2024 20:36","11/27/2024 21:01",25,2,1,"Desktop","female",50,3,4,"asian/non-hisp","masters",5,1,"$125,000 to $149,999",4,8,"CA",4,9,1,1,1,"3",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"Religion dictating and driving  individual rights (or lack thereof) in courts and government policy.",3,6,5,6,0
8319,0.81119109,"brkn",0,"Freedom of speech","Democracy","Church/state separation","Equality","Pursuit of happiness",1,"Freedom of speech",NA,"Threats to shut down social media e.g. tiktok.
Threats to revoke broadcast licenses e.g. Trump against CBS.
Censoring newspapers e.g. billionaires who own L.A. Times & Washington Post.
Threats to shut down/censor NPR or PBS by politicians.",NA,"trustgov","demsatis","ampride","antiest","radchange",5,4,2,4,2,4,5,2,"vote","harris",NA,1,1,1,9,NA,1,"11/19/2024 16:21","11/19/2024 16:55",34,2,1,"Desktop","male",77,4,7,"white/non-hisp","bachelors",5,5,"$40,000 to $49,999",2,5,"CA",4,9,1,1,1,"1",2,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"Threats to shut down social media e.g. tiktok.
Threats to revoke broadcast licenses e.g. Trump against CBS.
Censoring newspapers e.g. billionaires who own L.A. Times & Washington Post.
Threats to shut down/censor NPR or PBS by politicians.",4,4,3.75,3.25,0
8324,2.82778917,"kept",1,"Opportunity","Equality","Honor","Fairness","Democracy",1,"Opportunity","At this time it really isn't! Hopefully, now that Trump is back, we as Americans will be provided more opportunity to live more fully!",NA,NA,"demsatis","radchange","trustgov","ampride","antiest",5,5,5,3,4,5,5,7,"no vote",NA,NA,2,1,3,11,NA,1,"11/19/2024 21:22","11/19/2024 21:26",4,2,1,"Smartphone","female",18,1,1,"white/non-hisp","less HS",5,1,"$85,000 to $99,999",3,7,"PA",1,2,1,0,1,"1",4,4,"#NULL!","#NULL!","#NULL!","1",3,"At this time it really isn't! Hopefully, now that Trump is back, we as Americans will be provided more opportunity to live more fully!",5,3,5,5,0
8358,1.32267232,"kept",0,"Prosperity","Respect","Morals","Gratitude","Honor",3,"Morals","With the new president in 2025 all morals will go down the drain. He is not a good person to lead the country",NA,NA,"trustgov","demsatis","radchange","antiest","ampride",7,7,7,2,2,1,1,7,"vote","harris",NA,2,1,3,2,NA,2,"11/23/2024 13:05","11/23/2024 13:08",3,2,1,"Smartphone","female",20,1,1,"hisp","HS",5,4,"$75,000 to $84,999",3,7,"NE",2,4,1,1,1,"1",3,6,"#NULL!","#NULL!","#NULL!","3",4,"With the new president in 2025 all morals will go down the drain. He is not a good person to lead the country",6,7,6.75,6.91666666666667,0
8362,1.25390164,"ctrl",1,"Freedom","Liberty","Pursue of Happiness","Self-determination","Family Value",1,"Freedom",NA,NA,"Be whatever you want to be. Self-motivation, respect life, liberty and happiness. Be respected to others if you want to be respected","trustgov","demsatis","radchange","antiest","ampride",3,1,4,4,5,3,6,4,"vote","other","NPA",4,3,5,2,NA,9,"11/19/2024 23:27","11/19/2024 23:40",13,2,1,"Desktop","male",79,4,7,"asian/non-hisp","some coll",2,5,"$10,000 to $14,999",1,2,"FL",3,5,1,1,1,"3",1,1,"0","0","0","0",1,"Be whatever you want to be. Self-motivation, respect life, liberty and happiness. Be respected to others if you want to be respected",4,5,3,4,0
8366,1.07752759,"brkn",0,"Freedom of speech","Freedom of religion","the right to keep and bear arms","The right to not have government steal your property without compensation or redress","the ability to succeed on your merits",3,"the right to keep and bear arms",NA,"This right ensures that the other rights are not taken away or trampled upon by the people who swore oaths to uphold and defend our constitution.",NA,"demsatis","radchange","antiest","trustgov","ampride",5,7,6,1,3,2,5,3,"vote","trump",NA,7,5,5,10,NA,1,"11/19/2024 18:05","11/19/2024 18:11",12,2,1,"Smartphone","male",48,3,4,"white/non-hisp","some coll",5,5,"$20,000 to $24,999",1,3,"IN",2,3,0,1,2,"3",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"This right ensures that the other rights are not taken away or trampled upon by the people who swore oaths to uphold and defend our constitution.",7,6,6.25,5.08333333333333,0
8380,0.77505791,"ctrl",0,"freedom","liberty","justice","rule of law","Pursuit of happiness",2,"liberty",NA,NA,"The right to do as one please as long as it does No harm to others.  right to choose the kind of work to pursue as a occupation. The right to own whatever that I can afford. The right to live wherever I can afford. The right to worship or not any religion.","antiest","ampride","demsatis","radchange","trustgov",6,5,5,5,3,4,2,5,"vote","harris",NA,1,1,1,12,NA,3,"11/22/2024 16:03","11/22/2024 16:16",14,2,1,"Desktop","male",73,4,6,"black/non-hisp","some coll",5,5,"$20,000 to $24,999",1,3,"OK",3,7,1,1,1,"1",3,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"The right to do as one please as long as it does No harm to others.  right to choose the kind of work to pursue as a occupation. The right to own whatever that I can afford. The right to live wherever I can afford. The right to worship or not any religion.",3,4,4.75,4.58333333333333,0
8392,0.81850471,"brkn",0,"equality","rights","freedom of speech","freedom of speech","rights",5,"rights",NA,"certain people have more rights than others.Everyone should be equal and given the same rights as others",NA,"trustgov","antiest","ampride","demsatis","radchange",5,5,5,2,4,3,3,6,"vote","harris",NA,2,1,4,12,NA,7,"11/21/2024 23:31","11/21/2024 23:43",12,2,1,"Desktop","female",54,3,4,"hisp","HS",1,1,"$125,000 to $149,999",4,8,"CA",4,9,1,1,2,"1",4,5,"#NULL!","#NULL!","#NULL!","1",4,"certain people have more rights than others.Everyone should be equal and given the same rights as others",6,5,5.25,5.41666666666667,0
8398,1.38898895,"kept",0,"Spending money","Saving money","Peoples rights","Keeping safety high","Im not sure",3,"Peoples rights","Im sorry but im struggling so i dont have many good things to say. Im trying and i knew we all are. But everything is tough",NA,NA,"trustgov","ampride","antiest","radchange","demsatis",5,5,5,5,3,3,4,4,"no vote",NA,NA,4,3,4,1,NA,3,"11/26/2024 16:56","11/26/2024 17:01",5,2,1,"Smartphone","female",36,2,3,"white/non-hisp","some coll",3,1,"$10,000 to $14,999",1,2,"WI",2,3,1,1,2,"1",4,4,"#NULL!","#NULL!","#NULL!","#NULL!",3,"Im sorry but im struggling so i dont have many good things to say. Im trying and i knew we all are. But everything is tough",3,5,4.5,4.5,0
8404,0.03271389,"brkn",1,"Compassion","Integrity","Accountability","Courage","Honor",2,"Integrity",NA,"The U.S. is not living up to it's promise of integrit 
y by denying women their constitutional right to have an abortion",NA,"ampride","demsatis","radchange","trustgov","antiest",6,5,7,2,5,3,3,7,"no vote",NA,NA,4,3,2,2,NA,3,"11/23/2024 14:13","11/23/2024 17:45",23,2,1,"Smartphone","female",32,2,2,"hisp","some coll",5,2,"$25,000 to $29,999",1,3,"CA",4,9,1,0,2,"3",4,3,"#NULL!","1","1","#NULL!",1,"The U.S. is not living up to it's promise of integrit 
y by denying women their constitutional right to have an abortion",6,5,6,6,0
8413,0.32938356,"brkn",1,"Freedom","Justice","Liberty","Idk","Idk",2,"Justice",NA,"Not giving wools justice for crimes the police have committed for one and the fact that so many people are being taken advantage of by a broken system",NA,"demsatis","antiest","radchange","ampride","trustgov",7,7,6,1,1,3,1,5,"vote","harris",NA,1,1,1,9,NA,1,"11/23/2024 22:10","11/23/2024 22:44",34,2,1,"Tablet","male",30,2,2,"hisp","HS",5,6,"$15,000 to $19,999",1,2,"OK",3,7,0,0,2,"1",4,4,"#NULL!","#NULL!","#NULL!","#NULL!",3,"Not giving wools justice for crimes the police have committed for one and the fact that so many people are being taken advantage of by a broken system",7,5,6.75,5.58333333333333,0
8414,0.80255589,"ctrl",0,"Equality of life","Fairness","Safety","Unity","Honesty",2,"Fairness",NA,NA,"That every person in the United States should be treated as fairly as can be as the same person. And every person get treated the same fairness","ampride","demsatis","trustgov","antiest","radchange",3,3,4,5,5,2,3,3,"no vote",NA,NA,4,3,3,1,NA,3,"11/25/2024 20:38","11/25/2024 20:42",4,2,1,"Smartphone","male",19,1,1,"white/non-hisp","less HS",5,1,"$5,000 to $9,999",1,1,"OH",2,3,1,1,2,"4",4,5,"#NULL!","#NULL!","#NULL!","1",4,"That every person in the United States should be treated as fairly as can be as the same person. And every person get treated the same fairness",3,6,3.25,4.08333333333333,0
8422,0.62220432,"brkn",1,"Freedom of speech","Freedom of religion","Pursuit of happiness","Democracy","Due process",1,"Freedom of speech",NA,"Seeing more police violence against peaceful protesters with infiltration of radicals into peaceful protests that inflame violence and provoke intimidation",NA,"antiest","trustgov","demsatis","ampride","radchange",5,5,3,5,2,4,2,4,"vote","harris",NA,3,2,2,7,NA,1,"11/19/2024 21:31","11/19/2024 21:38",7,2,1,"Smartphone","female",49,3,4,"white/non-hisp","masters",1,1,"$85,000 to $99,999",3,7,"KY",3,6,1,1,2,"3",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Seeing more police violence against peaceful protesters with infiltration of radicals into peaceful protests that inflame violence and provoke intimidation",3,4,4,4,0
8423,1.20961441,"ctrl",1,"Justice","Equality of men","Opportunity","Freedom from oppression","Racial equality",4,"Freedom from oppression",NA,NA,"I think our country tries to make it so that all races don’t have a layer of oppressing their voices. I think our country still has work to go though with the oppression of women and their voices though.","demsatis","antiest","ampride","trustgov","radchange",6,5,7,4,5,4,4,5,"no vote",NA,NA,2,1,3,1,NA,6,"11/20/2024 17:38","11/20/2024 17:43",5,2,1,"Smartphone","female",41,2,3,"white/non-hisp","some coll",3,4,"$35,000 to $39,999",2,4,"AL",3,6,1,1,2,"3",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"I think our country tries to make it so that all races don’t have a layer of oppressing their voices. I think our country still has work to go though with the oppression of women and their voices though.",4,4,5.5,4.83333333333333,0
8426,0.73442339,"kept",1,"Religious liberty","Armed without infringement","No taxation","Death penalty","No red flag",2,"Armed without infringement","It's not because of red flag laws and because of nfa. That's all I have and all restrictions are riding",NA,NA,"antiest","radchange","ampride","trustgov","demsatis",2,6,6,1,5,2,1,7,"vote","trump",NA,5,4,4,12,NA,8,"11/22/2024 21:31","11/22/2024 21:44",14,2,1,"Smartphone","female",59,3,5,"white/non-hisp","HS",1,5,"under $5,000",1,1,"MO",2,4,0,1,1,"1",3,3,"#NULL!","#NULL!","#NULL!","#NULL!",3,"It's not because of red flag laws and because of nfa. That's all I have and all restrictions are riding",7,6,5.25,6.08333333333333,0
8429,1.60613788,"ctrl",1,"Freedom","Independence","Honesty","Family","Religion",1,"Freedom",NA,NA,"Unrestricted rights to live reasonably.  Not to live under the control of another country or outside government, not to be restricted in reasonable speech or actions that do not harm my fellow man.","ampride","demsatis","radchange","antiest","trustgov",6,5,5,5,4,3,3,5,"vote","harris",NA,6,5,3,2,NA,2,"11/19/2024 21:14","11/19/2024 21:24",11,2,1,"Smartphone","male",71,4,6,"white/non-hisp","masters",1,5,"$40,000 to $49,999",2,5,"ME",1,1,0,1,1,"1",3,2,"0","0","0","0",2,"Unrestricted rights to live reasonably.  Not to live under the control of another country or outside government, not to be restricted in reasonable speech or actions that do not harm my fellow man.",3,5,4.75,4.91666666666667,0
